0-massfield-mass-0-ExternalShear-gamma_ext,0-massfield-mass-0-ExternalShear-phi_ext,1-galaxy-mass-0-PEMD-theta_E,1-galaxy-mass-0-PEMD-gamma,1-galaxy-mass-0-PEMD-q,1-galaxy-mass-0-PEMD-phi,1-galaxy-mass-0-PEMD-center_x,1-galaxy-mass-0-PEMD-center_y,2-galaxy-light-0-IrregularGrid-lambda,probability_weights
0.022994,34.725884,1.591890,1.964193,0.746681,17.024252,-0.052275,0.049672,88.297462,14245.4
0.011742,51.027574,1.574631,1.982252,0.761693,15.940861,-0.049629,0.036213,68.733986,14245.4
0.022687,27.479870,1.581335,1.927143,0.739337,15.867161,-0.057380,0.037149,45.576421,14245.4
0.024050,11.092826,1.593614,1.861136,0.760896,10.130375,-0.053994,0.041355,57.770343,14245.4
0.023621,22.867104,1.585619,1.903764,0.759486,12.785003,-0.051419,0.049341,44.752197,14245.4
0.028736,21.503194,1.589964,1.969751,0.700875,14.667619,-0.054650,0.035826,51.703049,14245.4
0.027360,32.506949,1.587936,1.962554,0.743500,16.168368,-0.058867,0.053125,80.501178,14245.5
0.023087,16.651455,1.592836,1.894326,0.751583,10.701972,-0.056963,0.052336,62.706387,14245.5
0.028498,23.369605,1.589759,1.889391,0.742245,15.413463,-0.053428,0.058577,91.499973,14245.5
0.027751,24.443431,1.600519,1.898262,0.753680,13.854234,-0.053698,0.047444,55.009008,14245.5
0.015587,18.909642,1.587086,1.973398,0.746422,13.697530,-0.053906,0.051992,47.306249,14245.5
0.027117,40.099910,1.587980,1.905162,0.760769,17.045728,-0.055236,0.046024,67.040141,14245.5
0.018733,14.730420,1.587827,1.975787,0.736725,12.003876,-0.051880,0.037628,44.183017,14245.5
0.028378,31.063581,1.582275,1.930496,0.733066,15.669583,-0.060589,0.058474,60.631009,14245.5
0.035958,29.016803,1.584097,1.911323,0.719537,15.864223,-0.056100,0.044610,48.460814,14245.5
0.013493,36.886473,1.580915,1.948674,0.763222,15.425786,-0.054083,0.045035,40.640089,14245.5
0.030708,26.160525,1.597085,1.924593,0.726850,15.952396,-0.058391,0.062621,76.357547,14245.5
0.021568,37.155889,1.588544,1.902794,0.768318,16.738328,-0.045478,0.039875,56.446302,14245.5
0.025032,32.749518,1.577587,2.010853,0.702702,17.794379,-0.054760,0.036586,64.962901,14245.5
0.028708,27.892950,1.588853,1.932281,0.727123,15.848522,-0.064791,0.066218,80.743016,14245.5
0.031120,33.850989,1.594375,1.802575,0.784127,16.685079,-0.053219,0.045102,38.542221,14245.5
0.039726,14.820896,1.595092,1.882323,0.723839,12.017178,-0.061710,0.053625,53.495595,14245.6
0.020804,13.114106,1.589028,1.993692,0.712520,10.758597,-0.058607,0.043227,82.487816,14245.6
0.034232,26.119866,1.591263,1.956865,0.711226,16.583935,-0.062526,0.048655,56.585725,14245.6
0.030555,45.832782,1.586169,1.953579,0.742251,20.979541,-0.052789,0.050497,68.381194,14245.6
0.026890,25.760089,1.588873,1.885606,0.762218,15.305007,-0.055106,0.051011,68.114041,14245.6
0.022654,22.375069,1.579249,1.967981,0.726026,14.470369,-0.052556,0.038988,81.758333,14245.6
0.033507,13.882309,1.597217,1.913271,0.725501,11.458469,-0.059027,0.032266,51.520921,14245.6
0.033069,12.468679,1.598018,1.907044,0.720401,10.882309,-0.053408,0.050400,49.070450,14245.6
0.005242,32.702742,1.577931,2.044625,0.744535,13.459314,-0.054820,0.054559,67.713263,14245.6
0.031496,28.431412,1.596410,1.834728,0.771067,16.079066,-0.059713,0.034474,36.016608,14245.7
0.025135,10.908427,1.592343,1.892642,0.754675,10.401047,-0.054219,0.035039,43.460773,14245.7
0.033127,19.149405,1.589647,1.900581,0.723237,12.751836,-0.061099,0.059744,72.320062,14245.7
0.011917,31.921895,1.583689,1.943896,0.777291,14.527941,-0.061967,0.038973,61.170192,14245.7
0.034937,25.718432,1.591096,1.938471,0.721252,15.921627,-0.053451,0.038240,49.363120,14245.7
0.012611,20.513738,1.584089,2.002668,0.733932,12.863603,-0.063213,0.043383,83.864216,14245.8
0.032475,37.911271,1.589030,1.965545,0.729144,19.411288,-0.052619,0.041908,80.130423,14245.8
0.033557,27.281295,1.600149,1.825720,0.771044,15.729730,-0.054855,0.055840,37.381617,14245.8
0.032682,36.136108,1.593326,1.873100,0.756692,17.187723,-0.055965,0.048428,68.259950,14245.8
0.012237,22.180154,1.578185,1.997966,0.729831,14.664952,-0.055003,0.044798,53.741540,14245.8
0.037353,24.849316,1.598032,1.806590,0.768148,15.091574,-0.059581,0.043821,54.534137,14245.8
0.016338,30.705963,1.584554,1.958320,0.749483,15.429262,-0.056041,0.040886,43.242109,14245.8
0.022473,20.408003,1.583483,1.987544,0.710310,14.424868,-0.051387,0.055593,63.101444,14245.8
0.010894,51.541177,1.579852,1.976828,0.769886,15.177467,-0.056864,0.051280,66.361750,14245.8
0.013094,31.290072,1.586869,1.993768,0.754516,12.590941,-0.049749,0.043734,55.140769,14245.9
0.026117,33.684436,1.578654,1.886765,0.755780,17.533106,-0.057016,0.047646,63.686939,14245.9
0.024963,11.910253,1.589028,1.924444,0.743117,10.495321,-0.051703,0.029794,64.046464,14245.9
0.025848,24.566657,1.597426,1.959560,0.737872,13.890502,-0.057706,0.051156,73.821858,14245.9
0.035372,24.116249,1.591491,1.866939,0.738114,13.421497,-0.053822,0.037090,55.834773,14245.9
0.039131,28.493933,1.591169,1.895036,0.715928,18.093431,-0.055181,0.052207,63.623351,14245.9
0.022080,43.568922,1.581398,1.937080,0.767469,19.393415,-0.061564,0.060667,49.510132,14245.9
0.036131,20.417592,1.598187,1.973593,0.692028,14.145841,-0.047123,0.049856,65.387152,14245.9
0.028117,32.058204,1.583388,1.967074,0.729534,16.076999,-0.055973,0.050266,90.027041,14246
0.031862,28.092611,1.590612,1.905074,0.730370,17.241852,-0.068590,0.058072,79.626583,14246
0.025103,40.774854,1.585520,1.964278,0.736086,18.361617,-0.054619,0.040361,69.255128,14246
0.031937,20.847187,1.596061,1.939600,0.723462,13.762089,-0.046865,0.045190,94.824523,14246
0.031636,28.637278,1.587186,1.861288,0.760346,15.680148,-0.050418,0.042936,36.677497,14246
0.032381,27.311230,1.597669,1.836474,0.755692,14.797826,-0.059010,0.054164,47.154118,14246
0.028810,38.085210,1.582196,1.914485,0.747058,19.192738,-0.047580,0.053643,59.893971,14246
0.022273,29.022418,1.589239,1.899401,0.763228,14.961631,-0.059753,0.059401,39.181796,14246.1
0.017531,27.794016,1.581786,1.947480,0.751091,15.251184,-0.056424,0.053870,40.520191,14246.1
0.020823,28.197567,1.595094,1.837522,0.791374,13.652277,-0.052926,0.051809,61.805194,14246.1
0.034307,17.866851,1.590374,1.846115,0.741148,13.441086,-0.049281,0.040050,37.188218,14246.1
0.028021,25.650703,1.586412,1.964431,0.706686,14.905046,-0.055213,0.041410,76.212666,14246.1
0.025218,43.141534,1.581018,1.989260,0.736280,20.138715,-0.055513,0.051070,75.884172,14246.1
0.012271,34.645381,1.583771,1.925915,0.779330,14.630174,-0.053306,0.039186,50.210727,14246.1
0.029813,38.477733,1.585532,1.965744,0.736656,18.178603,-0.054731,0.056925,69.676352,14246.2
0.027486,25.223270,1.592760,1.880992,0.756788,15.512304,-0.054630,0.063952,48.820486,14246.2
0.028435,32.055475,1.588014,1.960272,0.712323,17.930887,-0.053842,0.059917,72.632578,14246.2
0.032805,27.172274,1.597604,1.908759,0.730494,14.639658,-0.059472,0.049351,55.147244,14246.2
0.031316,23.385263,1.589471,1.860947,0.749351,15.290937,-0.062317,0.054688,33.758150,14246.2
0.031909,33.050627,1.590577,1.907184,0.732967,18.092706,-0.063662,0.069332,53.888549,14246.2
0.029640,26.767455,1.583262,1.908357,0.732910,15.211039,-0.061653,0.054901,52.943222,14246.2
0.028304,21.536252,1.592493,1.928568,0.730528,12.448684,-0.048497,0.047485,51.561356,14246.2
0.024139,38.469683,1.579254,1.968169,0.747246,16.991069,-0.063871,0.049375,59.724366,14246.2
0.024754,22.893777,1.584790,1.970969,0.720182,15.232747,-0.055997,0.047173,88.809533,14246.2
0.018656,38.439185,1.573069,1.999026,0.716941,18.577440,-0.058714,0.047579,78.185051,14246.2
0.031199,27.083493,1.593300,1.868793,0.746640,15.253580,-0.057137,0.040602,36.762513,14246.3
0.038542,36.498510,1.592232,1.868440,0.751957,19.983077,-0.047729,0.042375,62.046329,14246.3
0.032365,22.974180,1.598285,1.819439,0.767906,14.481167,-0.047177,0.042398,53.804852,14246.3
0.028626,22.588742,1.591499,1.841066,0.757085,14.794776,-0.061541,0.059109,43.242087,14246.3
0.022053,31.135415,1.579144,1.875715,0.765830,16.306894,-0.057127,0.051371,48.865283,14246.3
0.018569,22.329033,1.590211,1.955156,0.741666,14.010492,-0.066857,0.055986,61.111094,14246.3
0.020648,19.514252,1.594335,1.968487,0.735024,12.092386,-0.051035,0.039095,65.295552,14246.3
0.019906,30.002284,1.583324,1.899637,0.762188,15.331386,-0.061911,0.051988,41.024115,14246.3
0.032020,20.430032,1.595747,1.950373,0.713094,12.529695,-0.058303,0.035861,55.735778,14246.3
0.027182,28.609688,1.592570,1.942897,0.726688,15.600194,-0.055784,0.044634,60.218577,14246.3
0.026992,21.195743,1.590033,1.888330,0.762007,12.619185,-0.060803,0.050955,54.712142,14246.4
0.033794,19.505599,1.596015,1.984310,0.687910,12.722982,-0.053196,0.049744,73.274447,14246.4
0.027104,40.988787,1.583577,1.971822,0.734691,19.847487,-0.055768,0.059935,72.485214,14246.4
0.030304,30.998931,1.580321,1.971050,0.705969,16.585398,-0.052536,0.044046,86.015190,14246.4
0.032314,29.784351,1.593906,1.903096,0.748794,16.435584,-0.055872,0.051185,45.493479,14246.4
0.027095,21.423234,1.596016,1.809648,0.784550,13.796536,-0.051413,0.038292,42.818097,14246.4
0.019792,32.133405,1.590517,1.964994,0.751311,14.613916,-0.052655,0.053126,64.714373,14246.4
0.025279,21.313112,1.584306,1.954578,0.712964,15.471234,-0.054183,0.036830,62.928827,14246.5
0.039099,37.292785,1.584023,1.939728,0.717257,19.425054,-0.052775,0.050453,81.089807,14246.5
0.011378,50.763015,1.578500,1.976421,0.768783,16.198303,-0.055189,0.052116,52.330966,14246.5
0.039933,28.008666,1.594303,1.821436,0.746079,17.423615,-0.057290,0.053083,37.372071,14246.5
0.024407,24.307498,1.584782,1.920660,0.750395,15.413732,-0.059031,0.054680,56.670902,14246.5
0.023024,28.710760,1.583244,1.948211,0.737850,14.845220,-0.047611,0.045060,44.238106,14246.5
0.021804,31.160588,1.580393,1.871639,0.768449,16.547002,-0.058487,0.049998,43.871115,14246.5
0.031448,37.728255,1.586343,1.951659,0.733220,18.971154,-0.045352,0.035589,64.061196,14246.5
0.034885,24.554116,1.597282,1.909529,0.724838,16.212748,-0.052311,0.036110,49.073128,14246.5
0.031538,34.311616,1.583903,1.958263,0.726820,17.081818,-0.055634,0.053346,92.329209,14246.5
0.020775,34.734371,1.582849,1.940654,0.742809,17.441782,-0.056810,0.049039,56.710038,14246.6
0.019133,22.401185,1.585361,1.986448,0.730981,12.439291,-0.048580,0.041049,52.294432,14246.6
0.037075,31.429262,1.592372,1.802094,0.766478,19.317956,-0.059562,0.051186,69.235718,14246.6
0.024081,35.939017,1.582818,1.957637,0.753743,16.427085,-0.060095,0.050689,59.795736,14246.6
0.033680,24.545074,1.590476,1.873314,0.732575,14.653710,-0.053097,0.055724,78.704247,14246.6
0.032119,21.125574,1.588222,1.918013,0.719821,13.038186,-0.058643,0.044383,92.180909,14246.6
0.031513,36.207316,1.587148,1.944407,0.727642,18.348478,-0.045394,0.044101,70.438271,14246.6
0.027262,29.743321,1.589906,1.956464,0.718832,17.499632,-0.051329,0.051883,56.006904,14246.6
0.028166,24.191770,1.593203,1.861436,0.766578,13.857395,-0.045938,0.041773,46.042586,14246.6
0.022491,31.244342,1.593757,1.844491,0.784920,15.203594,-0.055130,0.044978,47.888239,14246.6
0.030455,21.524229,1.591497,1.929521,0.721778,14.742254,-0.062945,0.047778,65.713957,14246.6
0.032986,11.892120,1.592318,1.833380,0.753953,10.974469,-0.058630,0.040058,40.579657,14246.6
0.020570,24.111975,1.583381,1.926860,0.752838,14.891561,-0.054564,0.044903,39.175431,14246.6
0.032450,32.440092,1.583746,1.868444,0.745706,18.074779,-0.052722,0.040153,62.936615,14246.6
0.032952,19.805836,1.596749,1.940054,0.712971,13.122039,-0.042447,0.040085,78.804624,14246.6
0.036709,13.101691,1.595203,1.903431,0.715553,12.209124,-0.052379,0.049123,52.102213,14246.6
0.030197,29.723993,1.590769,1.907007,0.740672,15.831403,-0.055334,0.043157,43.756106,14246.6
0.027844,28.176597,1.592061,1.834174,0.767160,16.944373,-0.054427,0.051704,53.793178,14246.7
0.017283,21.809748,1.587003,1.936097,0.756395,12.307305,-0.050907,0.033719,61.202176,14246.7
0.020478,17.745328,1.587554,1.916229,0.760509,12.236435,-0.063046,0.055419,58.537513,14246.7
0.029829,38.761273,1.589454,1.964078,0.730401,18.480093,-0.048752,0.044348,56.719082,14246.7
0.011454,29.910707,1.578059,1.973596,0.750610,14.988855,-0.058661,0.055861,52.790848,14246.7
0.012770,25.030287,1.580948,1.989277,0.742797,14.446677,-0.062032,0.046472,57.219028,14246.8
0.039221,27.981129,1.587870,1.840854,0.736813,17.218669,-0.056275,0.031279,56.540318,14246.8
0.032956,32.603010,1.587900,1.888512,0.752654,16.827989,-0.059459,0.056404,57.390692,14246.8
0.017757,21.261768,1.581835,1.961345,0.746096,13.939531,-0.063835,0.046867,59.319961,14246.8
0.033061,31.902820,1.593145,1.872608,0.744618,18.032264,-0.058419,0.050703,46.274631,14246.8
0.019088,25.594460,1.582875,1.969875,0.748442,13.675560,-0.061881,0.047563,73.353601,14246.8
0.016913,33.660450,1.586534,1.928464,0.763824,16.010143,-0.060211,0.059373,74.868418,14246.8
0.036894,22.733487,1.592645,1.820604,0.748690,14.917075,-0.052722,0.035644,55.762775,14246.8
0.037709,18.058018,1.597557,1.903783,0.714988,13.210541,-0.065405,0.040226,62.864153,14246.9
0.019709,18.915106,1.587148,1.917565,0.760914,13.304271,-0.056574,0.055125,67.103766,14246.9
0.015961,42.684457,1.572652,1.978625,0.748460,17.812216,-0.059310,0.048972,70.886242,14246.9
0.018034,20.270883,1.583295,1.886984,0.763694,13.452369,-0.050748,0.048851,48.011167,14246.9
0.029705,20.881188,1.590578,1.841865,0.751346,13.806065,-0.059946,0.053630,70.620848,14246.9
0.025680,23.629106,1.591146,1.926643,0.736258,13.927294,-0.052092,0.033786,39.919575,14246.9
0.019738,38.990463,1.585676,1.974717,0.753231,16.784059,-0.050484,0.058809,73.367328,14246.9
0.021900,48.752346,1.583981,1.953018,0.762967,19.091420,-0.060925,0.049076,65.524741,14246.9
0.038436,23.877161,1.591867,1.825176,0.747615,14.827475,-0.061414,0.043135,72.210724,14246.9
0.028166,15.157956,1.587302,1.914219,0.733173,11.606571,-0.059097,0.046217,53.582840,14246.9
0.028451,19.441737,1.591209,2.001967,0.692065,12.820381,-0.055235,0.044467,69.642872,14246.9
0.038981,25.739007,1.590225,1.809868,0.750078,17.228494,-0.064438,0.055377,49.813898,14246.9
0.034802,17.851965,1.601498,1.834144,0.755057,12.542754,-0.057169,0.048207,48.739526,14247
0.029311,26.793755,1.591703,1.906840,0.727625,15.644594,-0.058466,0.061148,59.721161,14247
0.027150,23.044567,1.598684,1.820255,0.775227,12.762809,-0.059318,0.045540,48.215648,14247
0.032954,21.734637,1.592888,1.880446,0.747331,13.319214,-0.055023,0.042218,39.024709,14247
0.032168,23.557904,1.589517,1.923047,0.723725,14.459095,-0.048935,0.032565,70.945350,14247
0.032522,35.135878,1.589202,1.871205,0.763837,18.741201,-0.051350,0.046520,43.692538,14247
0.030679,27.116060,1.587951,1.859721,0.749615,15.697821,-0.060473,0.041480,57.446202,14247
0.028722,29.270042,1.586769,1.892998,0.757918,16.923286,-0.052472,0.053457,63.146273,14247
0.031144,23.801694,1.600699,1.864248,0.749365,13.680939,-0.057287,0.054149,60.173189,14247.1
0.024316,23.813660,1.595510,1.887287,0.767521,12.184033,-0.056843,0.048005,50.929234,14247.1
0.023157,22.046444,1.589793,1.985058,0.717933,13.901745,-0.046732,0.035043,95.619298,14247.1
0.034349,17.079583,1.595342,1.949722,0.704584,12.524004,-0.053961,0.030967,62.284274,14247.1
0.034190,22.126580,1.593503,1.867762,0.733888,14.203918,-0.057906,0.048648,87.169961,14247.1
0.014726,25.383289,1.578126,1.966052,0.747380,14.087160,-0.062042,0.045716,55.729510,14247.1
0.032154,21.199559,1.590652,1.950431,0.707067,13.471408,-0.055114,0.052590,56.168312,14247.1
0.030592,19.785260,1.587568,1.913876,0.722454,14.825714,-0.054491,0.050191,73.084793,14247.1
0.020565,19.038452,1.587756,1.967829,0.727829,13.800790,-0.056596,0.052785,52.524230,14247.2
0.028131,26.001484,1.592699,1.866924,0.757801,15.106498,-0.057102,0.030377,61.636558,14247.2
0.032227,24.698007,1.590585,1.886294,0.732152,16.318231,-0.053208,0.052873,69.245697,14247.2
0.036320,29.094230,1.591242,1.863057,0.739894,17.158520,-0.056895,0.061602,47.610831,14247.2
0.021143,38.204895,1.587451,1.935181,0.756648,17.592752,-0.064180,0.059765,79.292159,14247.2
0.027654,25.320159,1.588179,1.935841,0.738161,15.869505,-0.064512,0.056164,65.821980,14247.2
0.030318,29.735702,1.587290,1.896187,0.739780,17.601106,-0.050509,0.054941,51.274462,14247.2
0.024011,26.685226,1.584126,1.955195,0.732752,15.029472,-0.047221,0.037562,68.198690,14247.2
0.033877,29.223960,1.593827,1.928954,0.727229,17.304154,-0.052996,0.048032,46.760629,14247.2
0.016104,44.727911,1.579299,1.965512,0.762222,16.802344,-0.049615,0.040294,53.488118,14247.3
0.034109,21.590046,1.587727,1.887931,0.727724,13.444108,-0.051868,0.039006,59.479018,14247.3
0.025420,28.034708,1.591469,1.888272,0.766228,14.220145,-0.059769,0.038494,46.716736,14247.3
0.011991,39.214272,1.577442,1.983910,0.753660,15.213640,-0.053087,0.047601,54.952123,14247.3
0.039886,15.213320,1.593805,1.872990,0.716081,12.221582,-0.060087,0.035890,49.721380,14247.3
0.035135,24.088369,1.598229,1.801515,0.759023,15.093979,-0.056949,0.035505,55.310459,14247.3
0.025654,37.051283,1.587474,1.947800,0.741285,16.940028,-0.049335,0.046649,53.972612,14247.3
0.036198,26.540025,1.601234,1.881387,0.735581,15.888573,-0.059692,0.042692,48.373976,14247.3
0.030454,23.684206,1.589646,1.876593,0.756192,14.051682,-0.048805,0.043831,46.913261,14247.3
0.023526,39.500418,1.583491,1.953453,0.740063,18.333772,-0.062411,0.056138,73.284166,14247.3
0.007908,26.928101,1.579731,1.987241,0.751919,13.602302,-0.057641,0.051108,85.218419,14247.3
0.027969,21.598816,1.587237,1.912379,0.737807,12.687652,-0.053087,0.039524,45.042221,14247.3
0.025297,33.098856,1.590761,1.913984,0.750157,17.684941,-0.056819,0.044470,57.892448,14247.3
0.031324,30.542204,1.590555,1.926307,0.733250,15.889140,-0.052266,0.032771,53.452711,14247.3
0.027999,35.559063,1.587934,1.937085,0.744957,18.285547,-0.061087,0.049133,46.730063,14247.3
0.032338,31.069010,1.592545,1.857372,0.760598,17.175527,-0.060404,0.037554,60.198909,14247.4
0.033887,26.785343,1.591524,1.893461,0.734505,15.664853,-0.054059,0.059417,52.594217,14247.4
0.021926,34.507181,1.581705,1.969174,0.737379,15.999617,-0.061132,0.053316,69.028467,14247.4
0.021964,19.771485,1.589205,1.902667,0.750349,13.302945,-0.063642,0.050241,65.583461,14247.4
0.030591,33.185973,1.589623,1.865100,0.752541,18.181588,-0.065078,0.051857,58.861693,14247.4
0.021964,35.256187,1.579442,1.930898,0.749516,17.065210,-0.055392,0.043442,65.368446,14247.4
0.032529,25.361548,1.597852,1.891106,0.732278,14.575141,-0.061058,0.055854,62.777970,14247.4
0.025247,28.387638,1.591376,1.957656,0.733600,15.431176,-0.054598,0.053463,84.364143,14247.5
0.034815,27.664133,1.589850,1.901781,0.724283,15.163282,-0.051586,0.050972,45.760871,14247.5
0.030161,16.649773,1.595809,1.896546,0.744400,11.813764,-0.052598,0.046178,41.736864,14247.5
0.023201,26.831984,1.586765,1.944604,0.733801,14.430274,-0.054286,0.061806,78.504885,14247.5
0.025763,40.767491,1.579264,1.943094,0.734907,18.834849,-0.056620,0.045639,59.006808,14247.5
0.020666,30.054778,1.585805,1.988288,0.730476,14.722580,-0.054119,0.040895,62.863746,14247.5
0.026841,17.138518,1.590690,1.873414,0.759047,11.140578,-0.051259,0.045079,50.348636,14247.5
0.022752,30.894045,1.584915,1.914596,0.756347,16.387132,-0.054858,0.042146,64.616293,14247.5
0.038472,29.739728,1.592461,1.856360,0.745008,17.375568,-0.058985,0.044182,38.590365,14247.5
0.016207,40.261386,1.581650,1.974854,0.751534,15.702386,-0.054885,0.048764,47.292907,14247.5
0.012111,36.619305,1.580203,1.983115,0.752018,15.232803,-0.054570,0.045127,54.155883,14247.5
0.014896,33.945749,1.576689,1.989565,0.729509,15.937113,-0.061735,0.062268,70.182486,14247.5
0.039304,27.794189,1.591191,1.871978,0.739370,16.284929,-0.056952,0.042765,54.763421,14247.5
0.035765,20.512387,1.595655,1.980433,0.690921,13.670125,-0.051247,0.047559,68.812185,14247.6
0.028630,20.365300,1.592580,1.968810,0.714844,12.351882,-0.056181,0.040682,77.993194,14247.6
0.025400,13.395745,1.592352,1.970512,0.720373,11.226658,-0.049284,0.034195,87.760053,14247.6
0.020001,19.592471,1.579672,1.923091,0.744280,13.516650,-0.055530,0.046616,72.220905,14247.6
0.029955,15.167557,1.594149,1.929943,0.726315,12.349518,-0.057491,0.043448,60.424873,14247.6
0.021752,28.055498,1.588169,1.901055,0.768631,14.786826,-0.052990,0.051416,58.800937,14247.6
0.029887,26.673981,1.590046,1.889887,0.736661,15.116779,-0.047276,0.037197,50.989768,14247.6
0.016683,18.642211,1.579852,1.927996,0.750900,13.105250,-0.060192,0.056662,61.220047,14247.6
0.036462,22.833403,1.592670,1.875700,0.731286,15.757811,-0.049278,0.030705,65.601484,14247.6
0.026804,39.324950,1.582601,1.955679,0.731518,19.053843,-0.058229,0.053795,91.433852,14247.6
0.029258,37.106203,1.592449,1.853573,0.780566,17.964178,-0.054086,0.039704,57.740323,14247.6
0.030802,19.672432,1.595864,1.851726,0.754966,12.193960,-0.057061,0.037010,59.401403,14247.6
0.025395,31.600123,1.585105,1.988540,0.721485,14.827552,-0.057383,0.040856,79.251867,14247.6
0.028461,31.697166,1.584243,1.928556,0.735417,16.707090,-0.062151,0.056388,75.934292,14247.6
0.034699,18.698145,1.597740,1.968290,0.701732,13.044498,-0.052743,0.042420,73.202991,14247.7
0.030606,26.194126,1.594436,1.819442,0.777893,14.620117,-0.056756,0.054439,43.693542,14247.7
0.028438,32.471387,1.588742,1.858899,0.760811,17.285519,-0.056632,0.046655,42.681731,14247.7
0.037318,30.703747,1.594626,1.865167,0.750915,17.309756,-0.048069,0.044672,53.406455,14247.7
0.016345,17.117564,1.583043,1.926587,0.754470,12.723831,-0.052364,0.051637,48.864646,14247.7
0.034415,18.863501,1.589097,1.895474,0.723457,12.941223,-0.050533,0.031757,66.518164,14247.7
0.017273,39.399645,1.574947,1.976108,0.737004,17.317437,-0.056218,0.057422,75.189876,14247.7
0.036896,25.259344,1.593647,1.859589,0.743540,14.407704,-0.050586,0.043624,50.280263,14247.7
0.033128,18.849527,1.589585,1.925290,0.716249,13.763907,-0.056852,0.044923,54.746894,14247.7
0.023732,31.166099,1.588217,1.912360,0.768733,14.782720,-0.051835,0.043872,56.798716,14247.7
0.030510,30.292162,1.584153,1.990285,0.702483,16.679540,-0.057761,0.049942,66.120518,14247.7
0.028348,26.500878,1.588955,1.957895,0.721179,15.533086,-0.062323,0.051134,50.469092,14247.7
0.018739,36.833844,1.585943,1.926411,0.763128,17.249116,-0.054860,0.052714,74.704265,14247.7
0.020138,28.603869,1.586657,1.938604,0.763377,13.365633,-0.052931,0.038312,54.414442,14247.7
0.022507,30.631011,1.585732,1.897952,0.755877,15.588720,-0.063935,0.052270,64.349286,14247.7
0.020161,22.147500,1.584002,1.929676,0.742899,14.594519,-0.055534,0.044002,71.008397,14247.7
0.010069,39.135051,1.580818,1.995777,0.751394,15.296751,-0.055436,0.059377,74.587588,14247.7
0.027814,29.570601,1.586869,1.932746,0.733351,16.573683,-0.051249,0.039816,77.238673,14247.7
0.030561,25.127810,1.586443,1.934519,0.724459,15.297106,-0.061475,0.045148,60.191381,14247.7
0.026147,17.116721,1.588182,1.907182,0.745174,12.066084,-0.064203,0.045556,51.752625,14247.8
0.026353,22.029707,1.593443,1.949289,0.730511,13.102405,-0.057341,0.046594,43.888634,14247.8
0.030433,30.244972,1.590356,1.923663,0.734808,17.247686,-0.054151,0.063657,59.875681,14247.8
0.031846,28.021747,1.598715,1.861766,0.753606,15.677556,-0.050397,0.051344,45.093633,14247.8
0.023432,38.627541,1.585843,1.971965,0.744951,16.721345,-0.055350,0.053037,63.568671,14247.8
0.017396,19.635231,1.580888,1.964278,0.740100,13.548730,-0.057016,0.050474,71.632438,14247.8
0.031822,26.626003,1.594471,1.925688,0.724724,16.316255,-0.051668,0.048295,54.505784,14247.8
0.024570,17.269567,1.584314,1.897290,0.740528,13.176198,-0.059836,0.055106,56.827714,14247.8
0.034656,24.656296,1.588240,1.930469,0.715236,14.987568,-0.050801,0.040528,54.886123,14247.8
0.020575,36.155346,1.587474,1.926469,0.766468,16.654501,-0.047664,0.048897,66.794643,14247.8
0.034664,28.095225,1.591500,1.906793,0.720618,17.120997,-0.064407,0.048791,49.760087,14247.8
0.017678,44.017667,1.584706,1.931403,0.774266,17.144579,-0.054838,0.050935,63.474706,14247.8
0.026697,20.257426,1.592014,1.960138,0.724408,12.855741,-0.059305,0.044735,69.014344,14247.8
0.013655,34.659865,1.581737,1.957230,0.768720,13.694057,-0.053348,0.040819,71.130134,14247.9
0.019084,26.270264,1.587644,1.919422,0.751629,14.522285,-0.060977,0.044707,65.126593,14247.9
0.014910,38.128392,1.578325,1.945364,0.758434,15.784868,-0.052099,0.044153,60.836723,14247.9
0.034891,28.320318,1.595640,1.973371,0.709444,15.585956,-0.058682,0.052811,75.749958,14247.9
0.022235,22.172612,1.593545,1.947078,0.752702,12.956360,-0.054565,0.044560,57.896614,14247.9
0.030379,27.870284,1.595254,1.813761,0.773445,15.495122,-0.056937,0.039881,60.961899,14247.9
0.037657,27.462970,1.593879,1.916062,0.726825,16.225353,-0.052312,0.048814,41.763739,14247.9
0.025898,32.817520,1.586764,1.882606,0.764130,17.055268,-0.061564,0.048731,61.915200,14247.9
0.025132,26.942150,1.583929,1.943619,0.737500,14.910725,-0.052318,0.047345,54.986154,14247.9
0.017133,22.331202,1.584346,1.957841,0.737883,13.886377,-0.050027,0.051657,73.186349,14247.9
0.011562,25.470669,1.581153,1.986888,0.753696,13.840991,-0.058276,0.052780,68.675067,14247.9
0.014508,30.374292,1.585018,1.983899,0.747655,15.481217,-0.056402,0.052189,73.849401,14247.9
0.022233,38.016405,1.578240,1.976177,0.729369,18.130820,-0.059422,0.058720,69.634068,14248
0.032347,28.414630,1.588678,1.854693,0.753842,16.381210,-0.055764,0.047297,48.452643,14248
0.027923,31.496686,1.589895,1.982593,0.720116,16.785527,-0.049007,0.047750,80.289634,14248
0.035163,27.425743,1.588828,1.914112,0.719873,15.654099,-0.045215,0.041185,70.238952,14248
0.035134,23.519010,1.598984,1.805840,0.765272,14.816569,-0.052422,0.046660,56.927824,14248
0.024051,21.084436,1.591367,1.907130,0.745751,13.797582,-0.061848,0.047238,52.785058,14248
0.023803,21.629678,1.586131,1.964514,0.732323,13.118762,-0.065254,0.042650,61.134612,14248
