0-massfield-mass-0-ExternalShear-gamma_ext,0-massfield-mass-0-ExternalShear-phi_ext,1-galaxy-mass-0-PEMD-theta_E,1-galaxy-mass-0-PEMD-gamma,1-galaxy-mass-0-PEMD-q,1-galaxy-mass-0-PEMD-phi,1-galaxy-mass-0-PEMD-center_x,1-galaxy-mass-0-PEMD-center_y,2-galaxy-light-0-IrregularGrid-lambda,2-galaxy-light-0-IrregularGrid-l_corr,2-galaxy-light-0-IrregularGrid-eta,probability_weights
0.032706,35.108586,1.580074,2.008697,0.705575,17.787687,-0.056701,0.048929,16208.023799,0.572989,0.544639,14259.1
0.033570,25.487720,1.598602,1.863321,0.765342,13.973296,-0.051871,0.045049,18073.025167,0.462359,0.492810,14259.1
0.018738,22.248676,1.592341,1.869996,0.788854,12.413733,-0.048932,0.032490,9315.635154,0.847905,0.303849,14259.2
0.029206,17.880211,1.590138,1.967157,0.717937,13.349353,-0.050315,0.040985,16631.488848,0.338800,0.308341,14259.2
0.020651,39.410280,1.590251,1.993772,0.754373,15.690050,-0.060566,0.050591,28493.372029,0.240906,0.914739,14259.2
0.031191,31.124268,1.586462,2.021785,0.699087,16.343012,-0.046327,0.040097,9172.419627,0.627878,0.596066,14259.2
0.023628,31.073485,1.592519,1.847452,0.788610,15.194723,-0.063565,0.038791,9831.774346,0.476707,0.419236,14259.2
0.028849,34.695503,1.583187,1.991101,0.730256,16.148856,-0.063733,0.044328,18184.190596,0.436683,0.513870,14259.2
0.019087,51.204356,1.579646,1.897522,0.806477,19.015010,-0.060315,0.042391,24750.483097,0.271689,0.463531,14259.3
0.032928,23.133127,1.583670,1.887645,0.738558,16.341840,-0.058048,0.045443,12630.858972,0.269953,0.869290,14259.3
0.011200,42.032927,1.576352,2.093203,0.710887,14.682352,-0.059654,0.064106,13470.642735,0.468455,0.761414,14259.3
0.025166,7.211793,1.593841,1.930912,0.744529,9.819937,-0.050198,0.029912,19486.366895,0.343191,0.437702,14259.3
0.019439,34.393923,1.586155,1.903953,0.787195,14.984784,-0.056274,0.058067,16930.375141,0.317505,0.881123,14259.3
0.016000,32.448414,1.582704,2.078991,0.697880,16.264031,-0.054714,0.045614,8435.855046,0.811585,0.618202,14259.3
0.007148,50.831789,1.576650,2.038124,0.754841,13.593105,-0.054023,0.048749,9039.204374,0.636741,0.774743,14259.3
0.013515,19.283830,1.585246,2.008293,0.740722,13.269598,-0.051063,0.054333,22581.877983,0.328786,0.841302,14259.3
0.017106,35.456028,1.582361,1.988041,0.745199,17.404516,-0.064154,0.040460,19283.301996,0.346701,0.685840,14259.3
0.029129,32.297573,1.590264,1.865178,0.774888,18.130608,-0.063354,0.034267,14682.320759,0.321386,0.539277,14259.3
0.019792,48.491529,1.578171,2.047363,0.728645,18.675518,-0.063569,0.043111,21294.310283,0.455975,0.497533,14259.4
0.013778,59.935873,1.575931,1.991208,0.781537,18.517640,-0.064167,0.063084,15563.557472,0.429598,0.580881,14259.4
0.016327,29.005467,1.579054,2.006845,0.748651,12.930881,-0.058099,0.050324,13387.581775,0.523803,0.421472,14259.4
0.024783,52.278753,1.574663,1.995127,0.744747,19.610832,-0.048913,0.040759,17742.125280,0.378013,0.489845,14259.5
0.026438,25.404326,1.585729,1.868732,0.770366,15.755418,-0.054951,0.042056,6058.603177,0.899130,0.484416,14259.5
0.010009,56.107086,1.578626,2.005445,0.763067,15.428285,-0.054895,0.047737,11010.370264,0.417577,0.638986,14259.5
0.015830,58.550880,1.569106,2.005715,0.764036,19.068536,-0.055398,0.053200,12591.334138,0.506906,0.702999,14259.6
0.034084,24.501163,1.586559,1.958181,0.715489,15.152156,-0.048683,0.030716,8832.218826,0.747388,0.527975,14259.6
0.021962,40.820662,1.581887,1.887549,0.792005,17.120261,-0.058954,0.052359,6403.465893,0.837234,0.562216,14259.6
0.027206,20.918174,1.595315,1.980822,0.722855,12.906706,-0.045298,0.044985,12540.695073,0.378117,0.568849,14259.6
0.039535,29.524430,1.593665,1.958064,0.705908,17.122892,-0.058638,0.050815,14905.374936,0.256293,0.806395,14259.6
0.018147,32.443695,1.580340,1.990804,0.744893,15.241218,-0.047565,0.041154,12670.579043,0.306982,0.547354,14259.7
0.015728,37.911523,1.586470,1.900588,0.792602,15.096336,-0.050893,0.051656,28892.424792,0.263621,0.595035,14259.7
0.019481,31.453743,1.583273,1.939928,0.752227,16.674190,-0.052126,0.049034,15742.209843,0.765583,0.430122,14259.7
0.005830,57.337563,1.574868,2.072524,0.748292,14.262964,-0.058908,0.051072,13722.494844,0.304605,0.563316,14259.7
0.026913,24.694255,1.595895,1.960016,0.725144,14.732883,-0.050383,0.045072,15916.425818,0.241523,0.652991,14259.8
0.009953,51.173961,1.573963,2.078663,0.742842,15.779851,-0.066157,0.065690,16333.163020,0.365447,0.509892,14259.8
0.027844,30.350148,1.587602,1.994612,0.709172,16.952341,-0.045269,0.038762,26070.066602,0.276185,0.676308,14259.8
0.010995,28.660969,1.582690,2.053408,0.721001,14.616526,-0.052109,0.048912,12171.106906,0.317388,1.019076,14259.8
0.025869,29.975128,1.583554,2.058828,0.693058,17.170370,-0.054642,0.044553,18692.408918,0.319636,0.942035,14259.8
0.028657,31.422921,1.591489,1.873629,0.762353,15.628168,-0.065746,0.067831,15823.779112,0.402658,0.592341,14259.9
0.009660,47.039483,1.581450,1.962120,0.794757,13.343567,-0.053222,0.053432,11410.603884,0.417393,0.583628,14259.9
0.039394,22.041854,1.597694,1.911305,0.714843,13.993849,-0.054773,0.037578,18353.580691,0.301855,1.226746,14259.9
0.014643,30.750063,1.587161,1.911269,0.786167,13.492224,-0.058947,0.036619,21076.555511,0.498011,0.342633,14259.9
0.028474,26.097461,1.592155,1.835161,0.777117,14.201151,-0.055901,0.023849,14239.044161,0.306602,0.497961,14259.9
0.027980,34.317430,1.575835,1.966311,0.715809,18.141370,-0.065736,0.056579,16708.862310,0.301280,0.736212,14259.9
0.018292,39.110369,1.583730,1.978349,0.763347,14.939151,-0.057884,0.046009,6605.444037,0.567807,0.796022,14259.9
0.016236,51.071400,1.571227,2.031675,0.735121,19.613270,-0.050436,0.040200,12141.869624,0.488744,0.601854,14259.9
0.027399,23.429006,1.583616,1.954933,0.718113,15.499846,-0.059357,0.029275,11136.810394,0.578962,0.670088,14259.9
0.021505,29.887066,1.580518,1.914622,0.762410,15.625829,-0.061340,0.063719,21889.854883,0.437059,0.422328,14260
0.029019,32.853487,1.591767,1.813564,0.783675,17.010809,-0.050449,0.042970,18295.951851,0.520279,0.350312,14260
0.031644,14.376450,1.592278,1.846665,0.753366,11.525711,-0.066847,0.042160,19361.477150,0.351036,0.654050,14260
0.019321,25.968206,1.590303,1.915345,0.777315,12.434316,-0.048599,0.046845,8096.787667,0.882951,0.523823,14260
0.014205,33.546957,1.580006,2.008078,0.733376,16.782313,-0.062599,0.059190,20764.316906,0.271195,0.716042,14260.1
0.019202,15.702533,1.585271,2.009985,0.723753,10.991259,-0.057419,0.055819,16835.229952,0.349846,0.500359,14260.1
0.020986,38.912843,1.581239,2.097182,0.686004,17.287830,-0.053910,0.043587,14993.069219,0.452570,0.618290,14260.1
0.020047,25.936184,1.584281,1.964306,0.739641,14.533102,-0.039827,0.036542,18982.295743,0.337343,0.617214,14260.1
0.011087,45.361656,1.580642,2.079697,0.732991,15.812780,-0.057662,0.052596,10470.996968,0.377617,0.792783,14260.1
0.009013,43.272837,1.578150,2.036666,0.748575,15.723764,-0.046619,0.039277,11720.586261,0.443542,0.844249,14260.1
0.019848,24.177219,1.596132,1.927032,0.765105,13.083170,-0.060142,0.052620,15596.635275,0.267948,0.623896,14260.1
0.027700,30.451109,1.580402,1.927176,0.731479,17.125586,-0.063374,0.042436,8248.630734,0.569507,0.705741,14260.1
0.034499,26.823691,1.583591,1.958422,0.705982,17.091745,-0.061465,0.045985,9688.665079,0.538510,0.534551,14260.1
0.016115,43.197994,1.588742,1.995793,0.771144,14.921578,-0.061220,0.049258,11901.417947,0.591620,0.476131,14260.1
0.021310,54.188699,1.575648,2.014528,0.750919,21.404501,-0.059386,0.049337,11367.046757,0.618848,0.521277,14260.2
0.022290,17.490153,1.599960,1.823158,0.795790,10.366095,-0.059424,0.048594,14356.231045,0.366546,0.636144,14260.2
0.038428,17.903188,1.595308,1.850816,0.730805,13.940687,-0.057230,0.030646,17205.591417,0.412611,0.660249,14260.2
0.030569,40.943847,1.585739,1.944060,0.738539,20.130134,-0.058271,0.069260,8017.636163,0.883163,0.489412,14260.2
0.011292,32.391930,1.578860,2.067012,0.734101,15.480466,-0.055036,0.058985,15219.400206,0.614626,0.378618,14260.2
0.024175,40.982084,1.574102,2.063516,0.697104,18.588852,-0.050624,0.058497,15314.932883,0.322463,0.659217,14260.3
0.026131,31.732959,1.579925,1.962150,0.724088,17.924472,-0.057646,0.056371,15347.111599,0.246606,0.749934,14260.3
0.032167,29.852338,1.588105,2.010774,0.701822,15.076570,-0.056905,0.046523,14988.415098,0.423304,0.531358,14260.3
0.025655,23.915737,1.590112,1.909380,0.759593,13.680699,-0.043742,0.046936,18347.817434,0.211377,1.222213,14260.3
0.029885,11.115585,1.600061,1.899328,0.749920,9.189970,-0.060787,0.040065,18849.590438,0.271282,0.583015,14260.3
0.025147,22.827109,1.589475,1.858728,0.773713,13.305460,-0.042510,0.041450,10037.373465,0.825535,0.335721,14260.3
0.013198,55.034028,1.575845,2.109411,0.729032,17.182113,-0.062186,0.054151,18845.505191,0.272377,1.013375,14260.3
0.032014,13.156952,1.589316,1.948474,0.712897,11.817056,-0.055649,0.050174,11157.292686,0.519749,0.712411,14260.3
0.019447,36.520021,1.590999,1.865519,0.805943,15.202500,-0.049840,0.039145,11436.255943,0.710097,0.379993,14260.3
0.023838,24.695229,1.593452,1.863366,0.775963,14.116845,-0.062600,0.037953,24986.643897,0.176448,1.423907,14260.3
0.020441,40.695873,1.581654,2.055281,0.715117,16.742811,-0.048484,0.047851,16165.211433,0.549255,0.358466,14260.3
0.039518,31.026413,1.597316,1.864850,0.730634,17.608683,-0.053898,0.050193,11905.362724,0.368468,0.760871,14260.4
0.030661,16.847994,1.584880,1.890793,0.732166,14.208356,-0.055477,0.046556,20572.649335,0.205594,0.821112,14260.4
0.018833,33.211378,1.584858,2.010475,0.742983,13.616588,-0.048825,0.038977,11614.498841,0.446095,0.758676,14260.4
0.015829,34.722736,1.585150,1.956109,0.764813,14.461270,-0.049727,0.047949,5810.514488,0.803437,0.702250,14260.4
0.020343,55.559650,1.575275,2.049526,0.749517,17.953924,-0.052780,0.049055,12411.814325,0.366684,0.906272,14260.4
0.028531,16.994108,1.597652,1.974055,0.721886,12.329306,-0.057751,0.039841,11005.360739,0.721017,0.391527,14260.5
0.024612,13.379411,1.583883,2.028670,0.695404,12.237701,-0.056006,0.056211,15038.054573,0.371430,0.704788,14260.5
0.039926,32.001432,1.595185,1.849916,0.748332,18.580839,-0.057176,0.064700,9545.571038,0.374771,0.765217,14260.5
0.029445,19.498151,1.588975,1.900275,0.745038,12.181072,-0.059326,0.055686,10250.918547,0.406872,0.588814,14260.5
0.013837,40.525082,1.582357,1.952211,0.779107,16.040747,-0.063969,0.035342,17864.553223,0.288887,0.526040,14260.5
0.032813,21.693548,1.590078,1.852405,0.751411,14.470570,-0.061764,0.027987,14199.405569,0.475217,0.340533,14260.6
0.013748,23.647506,1.577230,2.015067,0.724970,14.896834,-0.063119,0.059786,19981.258559,0.370563,0.598723,14260.6
0.035768,30.728038,1.591040,1.934864,0.731257,16.397864,-0.055221,0.046702,16323.153502,0.215381,0.758707,14260.6
0.024671,20.766376,1.586409,1.931562,0.748275,13.158468,-0.063511,0.061142,18685.242418,0.372510,0.716779,14260.6
0.010209,37.390005,1.579097,2.057184,0.736486,15.951552,-0.051654,0.050886,7761.889334,0.669124,0.697538,14260.6
0.015767,36.983542,1.584386,1.997527,0.761181,16.163278,-0.058942,0.055529,8723.097005,0.690970,0.445229,14260.6
0.016895,45.970485,1.573953,2.092888,0.721419,17.825671,-0.048098,0.050853,18636.893679,0.314694,0.853542,14260.7
0.007811,52.922220,1.575258,2.057928,0.740192,16.351692,-0.060667,0.053235,14544.727042,0.320795,0.874403,14260.7
0.028497,46.928161,1.583649,2.003199,0.739213,20.442210,-0.060560,0.065909,17865.204495,0.264935,0.911048,14260.7
0.018063,44.000544,1.578433,2.077979,0.719216,16.565619,-0.057372,0.052870,15529.134686,0.265680,1.238112,14260.7
0.017929,55.506914,1.579981,2.001339,0.768193,18.105226,-0.055466,0.048422,29043.368829,0.203270,1.040734,14260.7
0.032504,37.795386,1.585197,1.943677,0.739249,19.095053,-0.049902,0.065608,17767.039775,0.440168,0.433334,14260.7
0.014535,30.335565,1.579725,1.990643,0.749191,15.208692,-0.061591,0.063924,27103.835170,0.287688,0.690617,14260.7
0.032413,28.217648,1.590523,1.840365,0.752517,17.252935,-0.050478,0.051234,11887.709576,0.827194,0.366428,14260.7
0.028401,31.065404,1.584479,1.923486,0.756366,16.658479,-0.061122,0.058935,8310.567799,0.808493,0.489196,14260.7
0.028557,20.020857,1.591320,1.957452,0.714266,13.742984,-0.059149,0.030640,15680.627171,0.274761,0.947289,14260.8
0.039013,12.177920,1.597528,1.848858,0.730938,11.592314,-0.056706,0.035768,10791.236353,0.581128,0.508943,14260.8
0.029895,39.583977,1.587690,1.972579,0.735850,17.960195,-0.046803,0.047247,16877.522652,0.247915,0.986520,14260.8
0.016125,43.251460,1.575677,1.993221,0.752634,18.056301,-0.061750,0.042265,17200.762313,0.262247,0.933214,14260.8
0.029342,26.635158,1.596411,1.893245,0.755830,15.215738,-0.060151,0.052982,11416.158704,0.273371,1.131539,14260.8
0.016303,39.945884,1.579776,2.057857,0.727942,17.233608,-0.064679,0.060047,16312.493121,0.321800,0.448425,14260.8
0.012742,54.929074,1.577365,2.047588,0.753859,18.323130,-0.060172,0.053923,13162.740053,0.639993,0.401855,14260.8
0.016166,43.735863,1.581105,2.085858,0.721031,15.986732,-0.052372,0.058528,16635.311718,0.463948,0.416974,14260.8
0.014855,20.669872,1.584001,2.007264,0.739210,13.713690,-0.056097,0.034012,20086.207438,0.343167,0.589376,14260.8
0.033785,34.961910,1.592382,1.877460,0.758465,16.992676,-0.059194,0.033166,16635.309760,0.351058,0.470105,14260.8
0.034693,17.987318,1.596845,1.940374,0.711052,12.867750,-0.059067,0.058078,15398.410229,0.495715,0.437910,14260.8
0.033561,27.463084,1.591250,1.886101,0.737245,14.593778,-0.051983,0.047761,19051.220549,0.234860,0.737988,14260.9
0.036854,19.187601,1.596744,1.815368,0.755696,14.054173,-0.047232,0.040944,5756.175843,0.893060,0.502248,14260.9
0.019415,50.290758,1.583420,1.946591,0.790573,18.770144,-0.061528,0.057488,12841.590380,0.610169,0.419093,14260.9
0.015533,45.304166,1.580563,1.983187,0.774599,15.914679,-0.052388,0.043574,12670.385451,0.285343,1.023417,14260.9
0.014307,54.356429,1.569486,2.085550,0.730476,17.098206,-0.055769,0.061315,19363.158985,0.330938,0.677393,14260.9
0.021089,33.645970,1.596098,1.905678,0.786255,15.171697,-0.050331,0.043737,14031.471292,0.310705,0.728026,14260.9
0.026683,23.700110,1.588267,1.878739,0.770555,12.953932,-0.059962,0.044965,19657.411247,0.230518,0.521011,14260.9
0.011690,33.185527,1.581601,1.916936,0.778870,14.356296,-0.052733,0.047983,21371.789796,0.360836,0.427749,14260.9
0.029159,49.081556,1.577839,2.015390,0.728245,21.206489,-0.047744,0.050328,16749.681525,0.520004,0.505878,14260.9
0.020640,37.917280,1.592306,1.927068,0.773235,15.908678,-0.059194,0.042457,8663.786402,0.686661,0.505473,14261
0.034175,23.445780,1.588303,1.897174,0.733672,14.965205,-0.065915,0.052328,13693.143727,0.657147,0.525168,14261
0.034777,30.281755,1.587328,1.930299,0.725089,16.505705,-0.062867,0.048141,19817.693313,0.250008,0.457888,14261
0.010613,32.590522,1.576829,2.005985,0.756816,14.233456,-0.051996,0.058557,23016.066864,0.273344,0.831412,14261
0.021790,23.492504,1.581833,1.952220,0.743466,14.428628,-0.050280,0.048998,7623.653058,0.492438,0.712867,14261
0.014474,32.534691,1.576893,2.007144,0.752316,14.757209,-0.061949,0.060559,16103.356818,0.435583,0.435114,14261
0.017256,43.496049,1.582946,1.931889,0.780490,17.767079,-0.064604,0.050433,13248.794281,0.407798,0.417718,14261
0.021671,24.239150,1.593025,1.919444,0.758371,14.504591,-0.065450,0.059082,17594.155552,0.264105,0.567535,14261
0.020802,27.320577,1.590105,1.869537,0.778102,14.029660,-0.067093,0.047026,17532.919411,0.417168,0.554849,14261
0.025919,28.895235,1.575444,1.940949,0.732903,16.903536,-0.051309,0.053437,19181.537059,0.314563,0.780417,14261
0.035175,34.476019,1.595479,1.825131,0.767712,18.369562,-0.062945,0.057627,14385.909889,0.324830,0.608350,14261.1
0.020415,24.256897,1.585117,1.967752,0.738247,13.689542,-0.058949,0.061254,23811.827549,0.288697,0.373531,14261.1
0.032408,25.896308,1.593125,1.884101,0.734808,14.731240,-0.062359,0.048184,11520.022982,0.420233,0.774415,14261.1
0.029423,26.113018,1.591575,1.943750,0.720251,14.984520,-0.059906,0.059239,11729.216718,0.351771,0.974611,14261.1
0.024516,34.947746,1.591852,1.912476,0.763071,16.953473,-0.051048,0.036360,12486.339886,0.354132,0.869084,14261.1
0.027696,25.598192,1.584538,1.950497,0.716481,15.305433,-0.049837,0.050448,16672.874607,0.562745,0.420528,14261.1
0.017092,48.561848,1.576692,2.023541,0.743491,16.847872,-0.054713,0.042748,16431.128254,0.511862,0.624317,14261.1
0.039686,29.256828,1.604401,1.824871,0.758678,16.336225,-0.057385,0.047010,19411.641399,0.303169,0.388151,14261.1
0.019657,43.212214,1.582342,1.938624,0.782032,17.577134,-0.059182,0.058280,7949.776730,0.748071,0.483888,14261.1
0.021313,24.655959,1.590970,1.928161,0.762578,12.937314,-0.042237,0.032986,10807.286340,0.564140,0.491011,14261.2
0.037576,19.828343,1.600211,1.853395,0.737710,13.928111,-0.054108,0.037939,13022.777049,0.796437,0.333766,14261.2
0.031471,21.702960,1.596704,1.935279,0.728353,12.994113,-0.067973,0.044390,16701.941269,0.361491,0.503162,14261.2
0.019193,34.930786,1.587350,1.964316,0.752088,14.566753,-0.050540,0.028903,18565.040695,0.315280,0.581540,14261.2
0.024076,31.487915,1.587511,1.898161,0.769497,15.681182,-0.047306,0.051794,9282.423249,0.450264,0.637676,14261.2
0.019098,36.361732,1.583689,2.001660,0.748725,15.936717,-0.058360,0.042495,12459.308858,0.727874,0.532895,14261.2
0.023308,36.028227,1.584241,1.960298,0.736019,17.952458,-0.069583,0.058072,21557.645126,0.265327,0.872571,14261.2
0.015788,40.113264,1.579711,1.998703,0.761550,15.039041,-0.055043,0.060475,15840.208425,0.421039,0.578222,14261.2
0.021353,42.006142,1.575977,2.000680,0.729705,18.780762,-0.060500,0.044211,10181.270837,0.731801,0.584350,14261.2
0.030353,24.313265,1.601292,1.859264,0.766216,13.363343,-0.067712,0.050755,20863.252757,0.270388,0.680578,14261.2
0.028132,14.193629,1.590419,1.956885,0.717969,12.043739,-0.058541,0.033057,24176.802721,0.254827,0.531955,14261.2
0.033957,37.803941,1.591881,1.839042,0.776069,18.744797,-0.056899,0.052432,10721.746254,0.717859,0.437778,14261.2
0.020718,30.205742,1.585744,1.947856,0.763790,14.345808,-0.054866,0.032745,11425.292341,0.366610,0.885702,14261.2
0.032952,34.619871,1.596006,1.879866,0.762548,18.278967,-0.057113,0.042004,6345.330482,0.692603,0.603771,14261.2
0.035116,31.898279,1.590367,1.814364,0.768090,18.778687,-0.056919,0.067963,12070.000056,0.513278,0.554717,14261.3
0.028225,48.644830,1.577673,2.015981,0.736531,19.549727,-0.053208,0.043471,17019.346839,0.323138,0.766940,14261.3
0.029887,27.872032,1.597760,1.904310,0.750735,13.950792,-0.052206,0.034877,8444.865930,0.691665,0.533477,14261.3
0.038454,17.954504,1.601157,1.813715,0.752802,13.220098,-0.063367,0.053387,18872.524819,0.190596,0.714110,14261.3
0.038622,25.482093,1.598217,1.951543,0.701628,15.464331,-0.053357,0.045872,12911.601331,0.622376,0.486098,14261.3
0.017922,36.785038,1.586516,1.863703,0.802112,16.576684,-0.051069,0.051250,14250.208461,0.351716,0.494802,14261.3
0.020103,41.923904,1.575261,2.011294,0.740961,18.547919,-0.059957,0.064403,10769.368605,0.569374,0.537026,14261.3
0.026681,26.472157,1.591550,1.845570,0.776959,14.035554,-0.048016,0.045619,22801.215707,0.185511,1.172036,14261.3
0.026571,35.284707,1.589757,1.904677,0.769087,16.892578,-0.057660,0.060811,15643.469578,0.255508,1.114247,14261.3
0.012351,46.663402,1.582777,1.980783,0.784625,16.131216,-0.062750,0.050199,16130.316645,0.431345,0.622946,14261.4
0.034924,22.019540,1.594681,1.940612,0.709031,14.543291,-0.055345,0.058938,21197.789543,0.244092,0.787344,14261.4
0.019330,37.832982,1.586128,1.969609,0.757335,15.308811,-0.058029,0.037919,12003.914077,0.850939,0.376847,14261.4
0.028671,31.279060,1.595457,1.866416,0.760535,16.742711,-0.057614,0.051964,18141.987862,0.416183,0.539174,14261.4
0.024384,41.781789,1.580004,2.017397,0.721544,19.229311,-0.065169,0.056195,15034.853420,0.276171,0.969292,14261.4
0.011078,45.956979,1.571779,2.056579,0.729288,16.225316,-0.047758,0.045936,11812.596245,0.707546,0.513818,14261.4
0.008947,48.587278,1.578594,2.013657,0.760294,15.508489,-0.048119,0.043552,17837.791921,0.291543,1.016986,14261.4
0.030467,27.776346,1.583887,2.018499,0.696344,16.557687,-0.049638,0.045253,15620.133518,0.312074,0.756634,14261.4
0.020703,29.346912,1.583068,1.946086,0.743174,16.064438,-0.063549,0.043573,23901.957216,0.246408,0.511022,14261.4
0.008176,24.397463,1.578274,2.055248,0.726762,13.805296,-0.049748,0.048754,18216.131895,0.428101,0.657882,14261.4
0.020495,34.202206,1.581808,1.925777,0.759301,16.006973,-0.049019,0.031971,16420.784438,0.394449,0.485142,14261.4
0.038670,20.924050,1.595644,1.809018,0.747568,15.360576,-0.060986,0.059664,12455.020717,0.509148,0.484659,14261.4
0.038594,33.019327,1.593011,1.839117,0.760417,18.550875,-0.050928,0.035795,9877.536494,0.621651,0.440198,14261.4
0.012504,56.960669,1.576680,2.066331,0.750005,16.681414,-0.051628,0.046751,13611.439602,0.402236,0.921644,14261.4
0.027828,23.054753,1.582107,1.923951,0.744860,15.227785,-0.056914,0.047206,22721.665492,0.244995,0.534793,14261.4
0.020968,26.491317,1.576827,2.025238,0.703487,15.515531,-0.051486,0.044240,23250.230695,0.287095,0.708344,14261.4
0.020672,38.984920,1.587889,1.953261,0.767126,17.105377,-0.047866,0.041736,12480.344442,0.563813,0.607543,14261.5
0.013601,43.010022,1.580490,2.013557,0.754587,14.960726,-0.061320,0.062644,21265.923582,0.349921,0.620390,14261.5
0.011710,33.996796,1.585797,1.921513,0.787929,14.671014,-0.058974,0.050908,8241.896747,0.637453,0.614106,14261.5
0.032149,42.387635,1.581139,1.951303,0.737697,20.461722,-0.053113,0.044750,16589.326336,0.277878,1.227891,14261.5
0.036022,18.837322,1.597606,1.809393,0.754926,13.311730,-0.064504,0.038163,21638.231106,0.172413,0.641396,14261.5
0.037691,33.192477,1.587021,1.844221,0.743796,19.021672,-0.062417,0.064114,16891.898590,0.358124,0.608332,14261.5
0.019364,25.041310,1.587992,1.868240,0.785861,13.704276,-0.062193,0.044069,11900.931873,0.700439,0.467502,14261.6
0.027638,35.344699,1.585106,1.951375,0.734684,16.822790,-0.064676,0.043957,19623.034745,0.334846,0.784262,14261.6
0.018698,42.979372,1.584647,2.038141,0.735781,17.222890,-0.062855,0.061338,11412.489138,0.431721,0.704332,14261.6
0.022954,31.703894,1.587230,1.945735,0.750060,15.964863,-0.054070,0.067311,12399.890983,0.679862,0.443152,14261.6
0.028169,25.893909,1.584708,2.013371,0.692931,14.786558,-0.055764,0.055436,15930.551915,0.329499,0.778199,14261.6
0.011711,40.646005,1.578018,2.063588,0.730181,15.800631,-0.060504,0.061688,13832.008111,0.452565,0.783291,14261.6
0.011992,40.203432,1.577853,2.024410,0.745703,14.642303,-0.060886,0.052009,15899.323889,0.641974,0.461177,14261.6
0.023274,34.930270,1.580368,1.885083,0.776094,17.487442,-0.050335,0.052121,17637.360548,0.243607,0.912934,14261.7
0.016509,32.509561,1.581633,1.996834,0.752192,15.228029,-0.064747,0.050556,13444.968389,0.720545,0.374992,14261.7
0.025046,12.354067,1.589730,1.974349,0.725298,11.887499,-0.055364,0.052585,22312.950821,0.310983,0.612185,14261.7
0.023321,44.274559,1.580363,1.954900,0.769749,18.063902,-0.055980,0.048287,23284.529887,0.365352,0.468097,14261.7
0.028608,44.821234,1.585725,1.939981,0.764957,20.593910,-0.062080,0.059135,10632.495027,0.579250,0.493276,14261.7
0.022083,34.080245,1.577172,1.965474,0.733692,17.572154,-0.054222,0.061728,18187.090343,0.274994,0.944942,14261.7
0.011449,47.817906,1.579160,2.024274,0.751250,16.514079,-0.059254,0.058601,8292.349965,0.699463,0.574473,14261.7
0.016110,21.970217,1.586010,1.949248,0.764145,12.829461,-0.058753,0.038826,15397.789033,0.399501,0.327949,14261.7
0.020355,27.511364,1.583611,2.044973,0.712142,15.039368,-0.055785,0.054338,9422.760601,0.525944,0.777558,14261.7
0.026254,18.101605,1.587618,1.892863,0.745967,14.169134,-0.056528,0.056103,19664.048115,0.227671,0.791212,14261.7
0.023227,30.085991,1.591110,1.885763,0.774513,15.964044,-0.050831,0.037651,12343.595545,0.339447,0.821358,14261.7
0.025252,33.836433,1.590820,1.998911,0.720420,16.250635,-0.054412,0.052676,17396.393407,0.367344,0.810153,14261.7
0.032782,30.616111,1.588435,1.973780,0.711959,17.179931,-0.047046,0.053492,9660.901037,0.522603,0.618830,14261.8
0.027716,22.960884,1.586682,1.898723,0.758280,13.960560,-0.051950,0.036505,13514.084238,0.546438,0.389338,14261.8
0.038478,19.037432,1.596367,1.850629,0.746934,13.732269,-0.060945,0.036915,17248.844148,0.254056,0.844084,14261.8
0.023250,32.178197,1.588814,1.924720,0.760796,16.440595,-0.042987,0.043720,11370.407528,0.589016,0.479154,14261.8
0.020513,24.510643,1.587602,1.981646,0.743266,13.046480,-0.065131,0.056203,17510.341344,0.270811,0.934538,14261.8
0.037303,37.137224,1.588578,1.880621,0.748675,20.556282,-0.055269,0.061275,11679.366940,0.519403,0.609421,14261.8
0.025421,32.538776,1.588247,1.861035,0.779431,17.483869,-0.052175,0.050965,27182.414472,0.211558,0.782370,14261.9
0.034958,34.524989,1.586225,1.914286,0.736493,18.579913,-0.055855,0.053475,18835.260835,0.627416,0.372405,14261.9
0.021394,39.518286,1.586558,1.908010,0.783466,16.684758,-0.062512,0.054035,25221.009505,0.274431,0.663998,14261.9
0.026110,40.514507,1.586624,1.943277,0.760037,18.607940,-0.058970,0.068871,17494.707763,0.398043,0.504463,14261.9
0.027542,35.258021,1.577914,1.994018,0.720770,18.223434,-0.053391,0.048906,19412.655545,0.445759,0.411728,14261.9
0.013489,23.353305,1.578506,2.021846,0.730803,15.188725,-0.051177,0.047065,15480.066565,0.407699,0.717136,14261.9
0.031009,32.808686,1.585523,1.968200,0.725187,16.822165,-0.059076,0.041898,15543.296519,0.604088,0.430608,14261.9
0.030265,27.170018,1.595313,1.903262,0.745739,15.273330,-0.053229,0.047344,6153.796696,0.803137,0.719815,14262
0.020436,31.553021,1.588219,1.892375,0.778977,15.279882,-0.057064,0.038932,10124.174563,0.373385,0.637028,14262
0.029650,32.185423,1.586775,1.952916,0.739412,17.692321,-0.061789,0.046798,17279.708128,0.468863,0.526095,14262
0.022408,19.521117,1.582635,1.962775,0.722074,13.420116,-0.055955,0.048158,17677.323958,0.421184,0.444666,14262
